unique_id_num,unique_id,date_tagged,tagging_crew,tagger,use,total_length,year,date_detected,time_detected,flight_num,flight_day,antenna,mort,power,hits,latitude,longitude,highest_signal,current_fate,current_fate_num,fate_detailed,fate_detailed_num,final_fate_simplified,notes,tagging_section,survey_section,season,season_use,spawning_season,tagging_habitat,life_history,section_most_occupied,homerange,cumulative_distance_traveled,cumulative_distance_traveled_per_obs,mean_upriver_position,,unique_id_num,unique_id,time_detected
67,10-67,5/22/2019,"JS, DF",,Y,897,2020,1/15/2020, 2:10:42 PM,7,1,left,TRUE,71,14,64.837593,-147.36552,TRUE,alive,0,alive,0,Alive,,Middle,Middle,1_winter,Y,2019_2020,tributary,tributary,Middle,,,,,,67,10-67, 2:10:42 PM
67,10-67,5/22/2019,"JS, DF",,Y,897,2020,2/5/2020, 3:15:37 PM,8,1,belly,TRUE,89,3,64.844873,-147.623643,TRUE,alive,0,alive,0,Alive,,Middle,Middle,1_winter,N,2019_2020,tributary,tributary,Middle,,,,,,67,10-67, 3:15:37 PM
68,10-68,9/21/2018,"LG, RQ",,Y,649,2018,9/21/2018,12:00:00 AM,0.1,0,NA,NA,0,0,64.07146,-145.13358,NA,alive,0,missing,5,Mortality,,Upper,Upper,0_Tagging,Y,,mainstem,mainstem,Upper,,,,,,68,10-68,12:00:00 AM
69,10-69,9/21/2018,"LG, RQ",,Y,707,2018,9/21/2018,12:00:00 AM,0.1,0,NA,NA,0,0,64.07508,-145.05423,NA,alive,0,dead,1,Mortality,,Upper,Upper,0_Tagging,Y,,mainstem,mainstem,Upper,,,,,,69,10-69,12:00:00 AM
69,10-69,9/21/2018,"LG, RQ",,Y,707,2019,1/26/2019,12:41:27 PM,1,1,belly,FALSE,219,5,64.058941,-145.187805,TRUE,alive,0,dead,1,Mortality,,Upper,Upper,1_winter,Y,2018_2019,mainstem,mainstem,Upper,,,,,,69,10-69,12:41:27 PM
69,10-69,9/21/2018,"LG, RQ",,Y,707,2019,2/6/2019,10:53:20 AM,2,1,wing,FALSE,195,19,64.072474,-145.074225,TRUE,alive,0,dead,1,Mortality,,Upper,Upper,1_winter,N,2018_2019,mainstem,mainstem,Upper,,,,,,69,10-69,10:53:20 AM
69,10-69,9/21/2018,"LG, RQ",,Y,707,2019,5/20/2019, 2:13:38 PM,3,2,belly,FALSE,74,2,64.055842,-145.199803,TRUE,alive,0,dead,1,Mortality,,Upper,Upper,2_spring,Y,,mainstem,mainstem,Upper,,,,,,69,10-69, 2:13:38 PM
69,10-69,9/21/2018,"LG, RQ",,Y,707,2019,7/25/2019,12:11:31 PM,4,1,wing,TRUE,61,4,64.058418,-145.222375,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,3_summer,Y,,mainstem,mainstem,Upper,,,,,,69,10-69,12:11:31 PM
69,10-69,9/21/2018,"LG, RQ",,Y,707,2019,10/7/2019, 4:29:35 AM,5,1,wing,TRUE,68,4,64.058353,-145.22629,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,4_fall,Y,,mainstem,mainstem,Upper,,,,,,69,10-69, 4:29:35 AM
69,10-69,9/21/2018,"LG, RQ",,Y,707,2019,12/17/2019,11:01:23 AM,6,1,belly,TRUE,56,2,64.056258,-145.23098,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,1_winter,N,2019_2020,mainstem,mainstem,Upper,,,,,,69,10-69,11:01:23 AM
69,10-69,9/21/2018,"LG, RQ",,Y,707,2020,1/21/2020,10:34:21 AM,7,2,left,TRUE,72,4,64.060298,-145.237405,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,1_winter,N,2019_2020,mainstem,mainstem,Upper,,,,,,69,10-69,10:34:21 AM
69,10-69,9/21/2018,"LG, RQ",,Y,707,2020,2/5/2020,10:56:18 AM,8,1,wing,TRUE,71,7,64.060137,-145.240137,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,1_winter,N,2019_2020,mainstem,mainstem,Upper,,,,,,69,10-69,10:56:18 AM
69,10-69,9/21/2018,"LG, RQ",,Y,707,2020,5/28/2020,10:37:10 AM,9,1,wing,TRUE,56,1,64.05979,-145.221106,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,2_spring,Y,,mainstem,mainstem,Upper,,,,,,69,10-69,10:37:10 AM
69,10-69,9/21/2018,"LG, RQ",,Y,707,2020,7/29/2020,10:12:12 AM,10,2,belly,FALSE,69,1,64.056012,-145.235145,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,3_summer,Y,,mainstem,mainstem,Upper,,,,,,69,10-69,10:12:12 AM
69,10-69,9/21/2018,"LG, RQ",,Y,707,2020,11/1/2020,11:59:58 AM,11,2,belly,TRUE,134,15,64.061413,-145.241558,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,4_fall,Y,,mainstem,mainstem,Upper,,,,,,69,10-69,11:59:58 AM
69,10-69,9/21/2018,"LG, RQ",,Y,707,2021,1/16/2021,12:54:57 PM,12,2,right,TRUE,101,13,64.056991,-145.230085,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,1_winter,N,2020_2021,mainstem,mainstem,Upper,,,,,,69,10-69,12:54:57 PM
69,10-69,9/21/2018,"LG, RQ",,Y,707,2021,1/26/2021, 4:51:04 PM,13,1,left,TRUE,52,14,64.07267,-145.027071,FALSE,dead,1,dead,1,Mortality,,Upper,Upper,1_winter,N,2020_2021,mainstem,mainstem,Upper,,,,,,69,10-69, 4:51:04 PM
70,10-70,9/21/2018,"AB, ME",,Y,717,2018,9/21/2018,12:00:00 AM,0.1,0,NA,NA,0,0,64.00743,-144.83818,NA,alive,0,dead,1,Mortality,,Upper,Upper,0_Tagging,Y,,mainstem,mainstem,Upper,,,,,,70,10-70,12:00:00 AM
70,10-70,9/21/2018,"AB, ME",,Y,717,2019,1/26/2019,12:37:39 PM,1,1,belly,FALSE,86,2,64.029758,-144.956154,TRUE,alive,0,dead,1,Mortality,,Upper,Upper,1_winter,Y,2018_2019,mainstem,mainstem,Upper,,,,,,70,10-70,12:37:39 PM
70,10-70,9/21/2018,"AB, ME",,Y,717,2019,2/6/2019,11:10:56 AM,2,1,belly,FALSE,81,2,63.968746,-144.886471,TRUE,alive,0,dead,1,Mortality,,Upper,Upper,1_winter,N,2018_2019,mainstem,mainstem,Upper,,,,,,70,10-70,11:10:56 AM
70,10-70,9/21/2018,"AB, ME",,Y,717,2019,5/20/2019, 2:30:37 PM,3,2,wing,FALSE,68,1,63.974208,-144.879567,TRUE,alive,0,dead,1,Mortality,,Upper,Upper,2_spring,Y,,mainstem,mainstem,Upper,,,,,,70,10-70, 2:30:37 PM
70,10-70,9/21/2018,"AB, ME",,Y,717,2019,7/25/2019,11:57:02 AM,4,1,wing,FALSE,86,17,64.009486,-144.851253,TRUE,alive,0,dead,1,Mortality,,Upper,Upper,3_summer,Y,,mainstem,mainstem,Upper,,,,,,70,10-70,11:57:02 AM
70,10-70,9/21/2018,"AB, ME",,Y,717,2019,10/7/2019, 4:34:47 AM,5,1,wing,TRUE,84,5,64.017887,-144.915935,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,4_fall,Y,,mainstem,mainstem,Upper,,,,,,70,10-70, 4:34:47 AM
70,10-70,9/21/2018,"AB, ME",,Y,717,2019,12/17/2019,11:07:53 AM,6,1,belly,TRUE,85,4,64.019613,-144.922537,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,1_winter,N,2019_2020,mainstem,mainstem,Upper,,,,,,70,10-70,11:07:53 AM
70,10-70,9/21/2018,"AB, ME",,Y,717,2020,1/21/2020,10:40:20 AM,7,2,left,TRUE,72,3,64.02039,-144.937738,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,1_winter,N,2019_2020,mainstem,mainstem,Upper,,,,,,70,10-70,10:40:20 AM
70,10-70,9/21/2018,"AB, ME",,Y,717,2020,2/5/2020,11:02:53 AM,8,1,belly,TRUE,83,8,64.018163,-144.909627,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,1_winter,N,2019_2020,mainstem,mainstem,Upper,,,,,,70,10-70,11:02:53 AM
70,10-70,9/21/2018,"AB, ME",,Y,717,2020,7/29/2020,10:19:57 AM,10,2,belly,FALSE,55,1,64.01877,-144.915867,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,3_summer,Y,,mainstem,mainstem,Upper,,,,,,70,10-70,10:19:57 AM
70,10-70,9/21/2018,"AB, ME",,Y,717,2020,11/1/2020,12:05:36 PM,11,2,belly,TRUE,76,5,64.017022,-144.908146,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,4_fall,Y,,mainstem,mainstem,Upper,,,,,,70,10-70,12:05:36 PM
70,10-70,9/21/2018,"AB, ME",,Y,717,2021,1/26/2021,12:58:54 PM,13,1,left,TRUE,81,8,64.018355,-144.926142,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,1_winter,N,2020_2021,mainstem,mainstem,Upper,,,,,,70,10-70,12:58:54 PM
71,10-71,9/21/2018,"AB, ME",,Y,680,2018,9/21/2018,12:00:00 AM,0.1,0,NA,NA,0,0,64.00743,-144.83818,NA,alive,0,missing,5,Mortality,,Upper,Upper,0_Tagging,Y,,mainstem,mainstem,Upper,,,,,,71,10-71,12:00:00 AM
72,10-72,9/20/2018,"AB, ME",,Y,715,2018,9/20/2018,12:00:00 AM,0.1,0,NA,NA,0,0,64.08776,-145.34123,NA,alive,0,dead,1,Mortality,,Upper,Upper,0_Tagging,Y,,mainstem,mainstem,Upper,,,,,,72,10-72,12:00:00 AM
72,10-72,9/20/2018,"AB, ME",,Y,715,2019,5/20/2019, 2:17:24 PM,3,2,belly,FALSE,88,10,64.041633,-144.989677,TRUE,alive,0,dead,1,Mortality,,Upper,Upper,2_spring,Y,,mainstem,mainstem,Upper,,,,,,72,10-72, 2:17:24 PM
72,10-72,9/20/2018,"AB, ME",,Y,715,2019,10/7/2019, 7:51:18 AM,5,1,wing,TRUE,74,8,64.028918,-144.917738,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,4_fall,Y,,mainstem,mainstem,Upper,,,,,,72,10-72, 7:51:18 AM
72,10-72,9/20/2018,"AB, ME",,Y,715,2020,11/1/2020,12:05:22 PM,11,1,wing,TRUE,55,3,64.01961,-144.922186,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,4_fall,Y,,mainstem,mainstem,Upper,,,,,,72,10-72,12:05:22 PM
72,10-72,9/20/2018,"AB, ME",,Y,715,2021,1/26/2021, 4:49:00 PM,13,1,left,TRUE,60,3,64.040546,-144.910781,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,1_winter,N,2020_2021,mainstem,mainstem,Upper,,,,,,72,10-72, 4:49:00 PM
73,10-73,9/21/2018,"AB, ME",,Y,688,2018,9/21/2018,12:00:00 AM,0.1,0,NA,NA,0,0,64.00743,-144.83818,NA,alive,0,dead,1,Mortality,"Located evenly between  L, M, and U. Tagged in U, spawn in M, dead in L. Labelled it as Upper for section_most_occupied.",Upper,Upper,0_Tagging,Y,,mainstem,mainstem,Upper,,,,,,73,10-73,12:00:00 AM
73,10-73,9/21/2018,"AB, ME",,Y,688,2019,12/17/2019, 3:00:03 PM,6,1,belly,FALSE,66,3,64.75445,-147.474888,TRUE,alive,0,dead,1,Mortality,"Located evenly between  L, M, and U. Tagged in U, spawn in M, dead in L. Labelled it as Upper for section_most_occupied.",Upper,Middle,1_winter,Y,2019_2020,mainstem,mainstem,Upper,,,,,,73,10-73, 3:00:03 PM
73,10-73,9/21/2018,"AB, ME",,Y,688,2021,1/13/2021, 1:56:49 PM,12,1,left,TRUE,57,8,64.98727,-150.907631,TRUE,dead,1,dead,1,Mortality,"Located evenly between  L, M, and U. Tagged in U, spawn in M, dead in L. Labelled it as Upper for section_most_occupied.",Upper,Lower,1_winter,N,2020_2021,mainstem,mainstem,Upper,,,,,,73,10-73, 1:56:49 PM
74,10-74,9/20/2018,"AB, ME",,Y,652,2018,9/20/2018,12:00:00 AM,0.1,0,NA,NA,0,0,64.05953,-145.15591,NA,alive,0,dead,1,Mortality,,Upper,Upper,0_Tagging,Y,,mainstem,mainstem,Upper,,,,,,74,10-74,12:00:00 AM
74,10-74,9/20/2018,"AB, ME",,Y,652,2019,1/26/2019,12:41:15 PM,1,1,belly,FALSE,173,5,64.059714,-145.175007,TRUE,alive,0,dead,1,Mortality,,Upper,Upper,1_winter,Y,2018_2019,mainstem,mainstem,Upper,,,,,,74,10-74,12:41:15 PM
74,10-74,9/20/2018,"AB, ME",,Y,652,2019,2/6/2019,10:53:43 AM,2,1,belly,FALSE,251,12,64.057417,-145.167626,TRUE,alive,0,dead,1,Mortality,,Upper,Upper,1_winter,N,2018_2019,mainstem,mainstem,Upper,,,,,,74,10-74,10:53:43 AM
74,10-74,9/20/2018,"AB, ME",,Y,652,2019,5/20/2019, 2:12:56 PM,3,2,wing,TRUE,83,6,64.060306,-145.244675,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,2_spring,Y,,mainstem,mainstem,Upper,,,,,,74,10-74, 2:12:56 PM
74,10-74,9/20/2018,"AB, ME",,Y,652,2019,7/25/2019,12:11:07 PM,4,1,wing,TRUE,64,6,64.056848,-145.204697,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,3_summer,Y,,mainstem,mainstem,Upper,,,,,,74,10-74,12:11:07 PM
74,10-74,9/20/2018,"AB, ME",,Y,652,2019,10/7/2019, 4:29:47 AM,5,1,wing,TRUE,89,13,64.056233,-145.2126,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,4_fall,Y,,mainstem,mainstem,Upper,,,,,,74,10-74, 4:29:47 AM
74,10-74,9/20/2018,"AB, ME",,Y,652,2019,12/17/2019,11:01:47 AM,6,1,belly,TRUE,129,44,64.054388,-145.210003,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,1_winter,N,2019_2020,mainstem,mainstem,Upper,,,,,,74,10-74,11:01:47 AM
74,10-74,9/20/2018,"AB, ME",,Y,652,2020,1/21/2020,10:34:33 AM,7,2,left,TRUE,97,37,64.057165,-145.227683,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,1_winter,N,2019_2020,mainstem,mainstem,Upper,,,,,,74,10-74,10:34:33 AM
74,10-74,9/20/2018,"AB, ME",,Y,652,2020,2/5/2020,10:56:49 AM,8,1,belly,TRUE,120,28,64.054845,-145.2096,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,1_winter,N,2019_2020,mainstem,mainstem,Upper,,,,,,74,10-74,10:56:49 AM
74,10-74,9/20/2018,"AB, ME",,Y,652,2020,5/28/2020,10:37:22 AM,9,1,wing,TRUE,62,2,64.058151,-145.2081,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,2_spring,Y,,mainstem,mainstem,Upper,,,,,,74,10-74,10:37:22 AM
74,10-74,9/20/2018,"AB, ME",,Y,652,2020,7/29/2020,10:12:31 AM,10,2,belly,TRUE,95,3,64.053028,-145.21693,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,3_summer,Y,,mainstem,mainstem,Upper,,,,,,74,10-74,10:12:31 AM
74,10-74,9/20/2018,"AB, ME",,Y,652,2020,11/1/2020,11:59:12 AM,11,1,wing,TRUE,60,2,64.072113,-145.289071,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,4_fall,Y,,mainstem,mainstem,Upper,,,,,,74,10-74,11:59:12 AM
74,10-74,9/20/2018,"AB, ME",,Y,652,2021,1/16/2021,12:54:57 PM,12,2,right,TRUE,101,32,64.057053,-145.230805,TRUE,dead,1,dead,1,Mortality,,Upper,Upper,1_winter,N,2020_2021,mainstem,mainstem,Upper,,,,,,74,10-74,12:54:57 PM
74,10-74,9/20/2018,"AB, ME",,Y,652,2021,1/26/2021,12:51:35 PM,13,1,right,TRUE,69,30,64.080523,-145.340055,FALSE,dead,1,dead,1,Mortality,,Upper,Upper,1_winter,N,2020_2021,mainstem,mainstem,Upper,,,,,,74,10-74,12:51:35 PM
75,10-75,9/22/2018,"LG, RQ",,Y,736,2018,9/22/2018,12:00:00 AM,0.1,0,NA,NA,0,0,63.72553,-144.28799,NA,alive,0,dead,1,Mortality,,Upper,Upper,0_Tagging,Y,,tributary,tributary,Upper,,,,,,75,10-75,12:00:00 AM
75,10-75,9/22/2018,"LG, RQ",,Y,736,2019,5/20/2019, 2:58:50 PM,3,2,wing,TRUE,108,12,63.769645,-144.233685,TRUE,dead,1,dead,1,Mortality,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,Upper,2_spring,Y,,tributary,tributary,Upper,,,,,,75,10-75, 2:58:50 PM
75,10-75,9/22/2018,"LG, RQ",,Y,736,2019,7/25/2019,11:09:55 AM,4,1,belly,TRUE,89,2,63.772488,-144.238407,TRUE,dead,1,dead,1,Mortality,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,Upper,3_summer,Y,,tributary,tributary,Upper,,,,,,75,10-75,11:09:55 AM
75,10-75,9/22/2018,"LG, RQ",,Y,736,2019,10/7/2019,11:36:20 AM,5,1,belly,TRUE,95,7,63.773908,-144.236461,TRUE,dead,1,dead,1,Mortality,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,Upper,4_fall,Y,,tributary,tributary,Upper,,,,,,75,10-75,11:36:20 AM
75,10-75,9/22/2018,"LG, RQ",,Y,736,2019,12/17/2019,11:45:08 AM,6,1,belly,TRUE,93,8,63.775143,-144.239462,TRUE,dead,1,dead,1,Mortality,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,Upper,1_winter,N,2019_2020,tributary,tributary,Upper,,,,,,75,10-75,11:45:08 AM
75,10-75,9/22/2018,"LG, RQ",,Y,736,2020,2/5/2020, 1:54:42 PM,8,1,belly,TRUE,76,4,63.773343,-144.245633,TRUE,dead,1,dead,1,Mortality,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,Upper,1_winter,N,2019_2020,tributary,tributary,Upper,,,,,,75,10-75, 1:54:42 PM
75,10-75,9/22/2018,"LG, RQ",,Y,736,2020,11/1/2020, 3:03:16 PM,11,2,belly,TRUE,60,1,63.773687,-144.23561,TRUE,dead,1,dead,1,Mortality,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,Upper,4_fall,Y,,tributary,tributary,Upper,,,,,,75,10-75, 3:03:16 PM
76,10-76,9/22/2018,"LG, RQ",,Y,726,2018,9/22/2018,12:00:00 AM,0.1,0,NA,NA,0,0,63.72553,-144.28799,NA,alive,0,dead,1,Mortality,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,Upper,0_Tagging,Y,,tributary,tributary,Upper,,,,,,76,10-76,12:00:00 AM
76,10-76,9/22/2018,"LG, RQ",,Y,726,2019,5/20/2019, 2:59:49 PM,3,2,wing,TRUE,82,5,63.788743,-144.188487,TRUE,dead,1,dead,1,Mortality,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,Upper,2_spring,Y,,tributary,tributary,Upper,,,,,,76,10-76, 2:59:49 PM
76,10-76,9/22/2018,"LG, RQ",,Y,726,2019,7/25/2019,11:10:23 AM,4,1,belly,TRUE,104,7,63.780087,-144.210768,TRUE,dead,1,dead,1,Mortality,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,Upper,3_summer,Y,,tributary,tributary,Upper,,,,,,76,10-76,11:10:23 AM
76,10-76,9/22/2018,"LG, RQ",,Y,726,2019,10/7/2019,11:33:22 AM,5,1,belly,FALSE,74,7,63.777247,-144.214797,TRUE,dead,1,dead,1,Mortality,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,Upper,4_fall,Y,,tributary,tributary,Upper,,,,,,76,10-76,11:33:22 AM
76,10-76,9/22/2018,"LG, RQ",,Y,726,2019,12/17/2019,11:44:43 AM,6,1,belly,TRUE,86,17,63.784848,-144.21455,TRUE,dead,1,dead,1,Mortality,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,Upper,1_winter,N,2019_2020,tributary,tributary,Upper,,,,,,76,10-76,11:44:43 AM
76,10-76,9/22/2018,"LG, RQ",,Y,726,2020,1/21/2020,11:21:02 AM,7,2,right,TRUE,84,7,63.776465,-144.228457,TRUE,dead,1,dead,1,Mortality,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,Upper,1_winter,N,2019_2020,tributary,tributary,Upper,,,,,,76,10-76,11:21:02 AM
76,10-76,9/22/2018,"LG, RQ",,Y,726,2020,5/28/2020, 2:06:34 PM,9,1,belly,TRUE,79,2,63.782645,-144.218641,TRUE,dead,1,dead,1,Mortality,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,Upper,2_spring,Y,,tributary,tributary,Upper,,,,,,76,10-76, 2:06:34 PM
76,10-76,9/22/2018,"LG, RQ",,Y,726,2020,7/29/2020, 1:22:30 PM,10,2,wing,TRUE,60,1,63.78197,-144.215762,TRUE,dead,1,dead,1,Mortality,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,Upper,3_summer,Y,,tributary,tributary,Upper,,,,,,76,10-76, 1:22:30 PM
76,10-76,9/22/2018,"LG, RQ",,Y,726,2020,11/1/2020, 3:02:45 PM,11,2,belly,TRUE,80,5,63.783897,-144.20994,TRUE,dead,1,dead,1,Mortality,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,Upper,4_fall,Y,,tributary,tributary,Upper,,,,,,76,10-76, 3:02:45 PM
76,10-76,9/22/2018,"LG, RQ",,Y,726,2021,1/26/2021, 4:23:59 PM,13,1,left,TRUE,72,3,63.787096,-144.201697,TRUE,dead,1,dead,1,Mortality,"tagged in Sand Lake slough mouth, not in Tanana River",Upper,Upper,1_winter,N,2020_2021,tributary,tributary,Upper,,,,,,76,10-76, 4:23:59 PM
77,10-77,9/22/2018,"LG, RQ",,Y,657,2018,9/22/2018,12:00:00 AM,0.1,0,NA,NA,0,0,63.72553,-144.28799,NA,alive,0,dead,1,Mortality,"tagged in mouth of Sand Lake outlet, not in the Tanana",Upper,Upper,0_Tagging,Y,,tributary,tributary,Upper,,,,,,77,10-77,12:00:00 AM
77,10-77,9/22/2018,"LG, RQ",,Y,657,2019,2/6/2019, 1:56:07 PM,2,1,belly,TRUE,119,3,63.764062,-144.258493,TRUE,dead,1,dead,1,Mortality,"tagged in mouth of Sand Lake outlet, not in the Tanana",Upper,Upper,1_winter,Y,2018_2019,tributary,tributary,Upper,,,,,,77,10-77, 1:56:07 PM
77,10-77,9/22/2018,"LG, RQ",,Y,657,2019,5/20/2019, 2:59:04 PM,3,2,belly,TRUE,124,6,63.774347,-144.22455,TRUE,dead,1,dead,1,Mortality,"tagged in mouth of Sand Lake outlet, not in the Tanana",Upper,Upper,2_spring,Y,,tributary,tributary,Upper,,,,,,77,10-77, 2:59:04 PM
77,10-77,9/22/2018,"LG, RQ",,Y,657,2019,7/25/2019,11:12:40 AM,4,1,wing,TRUE,65,1,63.77718,-144.22457,TRUE,dead,1,dead,1,Mortality,"tagged in mouth of Sand Lake outlet, not in the Tanana",Upper,Upper,3_summer,Y,,tributary,tributary,Upper,,,,,,77,10-77,11:12:40 AM
77,10-77,9/22/2018,"LG, RQ",,Y,657,2019,10/7/2019, 5:04:55 AM,5,1,wing,TRUE,90,3,63.775057,-144.225428,TRUE,dead,1,dead,1,Mortality,"tagged in mouth of Sand Lake outlet, not in the Tanana",Upper,Upper,4_fall,Y,,tributary,tributary,Upper,,,,,,77,10-77, 5:04:55 AM
77,10-77,9/22/2018,"LG, RQ",,Y,657,2019,12/17/2019,11:39:24 AM,6,1,belly,TRUE,74,7,63.77754,-144.22859,TRUE,dead,1,dead,1,Mortality,"tagged in mouth of Sand Lake outlet, not in the Tanana",Upper,Upper,1_winter,N,2019_2020,tributary,tributary,Upper,,,,,,77,10-77,11:39:24 AM
77,10-77,9/22/2018,"LG, RQ",,Y,657,2020,1/21/2020,11:20:43 AM,7,2,left,TRUE,73,8,63.774265,-144.244713,TRUE,dead,1,dead,1,Mortality,"tagged in mouth of Sand Lake outlet, not in the Tanana",Upper,Upper,1_winter,N,2019_2020,tributary,tributary,Upper,,,,,,77,10-77,11:20:43 AM
77,10-77,9/22/2018,"LG, RQ",,Y,657,2020,2/5/2020, 1:54:42 PM,8,1,belly,TRUE,81,5,63.772885,-144.246183,TRUE,dead,1,dead,1,Mortality,"tagged in mouth of Sand Lake outlet, not in the Tanana",Upper,Upper,1_winter,N,2019_2020,tributary,tributary,Upper,,,,,,77,10-77, 1:54:42 PM
77,10-77,9/22/2018,"LG, RQ",,Y,657,2020,5/28/2020, 2:06:50 PM,9,1,belly,TRUE,67,3,63.776363,-144.233675,TRUE,dead,1,dead,1,Mortality,"tagged in mouth of Sand Lake outlet, not in the Tanana",Upper,Upper,2_spring,Y,,tributary,tributary,Upper,,,,,,77,10-77, 2:06:50 PM
77,10-77,9/22/2018,"LG, RQ",,Y,657,2020,11/1/2020, 3:02:59 PM,11,2,belly,TRUE,57,1,63.779217,-144.221235,TRUE,dead,1,dead,1,Mortality,"tagged in mouth of Sand Lake outlet, not in the Tanana",Upper,Upper,4_fall,Y,,tributary,tributary,Upper,,,,,,77,10-77, 3:02:59 PM
77,10-77,9/22/2018,"LG, RQ",,N,657,2021,1/16/2021, 1:39:55 PM,12,2,right,TRUE,57,1,63.51064,-143.797643,TRUE,dead,1,dead,1,Mortality,"tagged in mouth of Sand Lake outlet, not in the Tanana",Upper,Upper,1_winter,N,2020_2021,tributary,tributary,Upper,,,,,,77,10-77, 1:39:55 PM
78,10-78,,TEST TAG,,Y,0,2019,1/26/2019, 4:44:43 PM,1,1,belly,FALSE,65,32,64.861836,-147.741268,TRUE,TEST TAG,3,TEST TAG,3,TEST TAG,TEST TAG,TEST TAG,TEST TAG,1_winter,N,2018_2019,TEST TAG,TEST TAG,,,,,,,78,10-78, 4:44:43 PM
78,10-78,,TEST TAG,,Y,0,2019,10/7/2019, 5:24:52 PM,5,1,belly,FALSE,77,3,64.86227,-147.740513,TRUE,TEST TAG,3,TEST TAG,3,TEST TAG,TEST TAG,TEST TAG,TEST TAG,4_fall,Y,,TEST TAG,TEST TAG,,,,,,,78,10-78, 5:24:52 PM
78,10-78,,TEST TAG,,Y,0,2019,12/18/2019, 6:06:21 PM,6,2,belly,FALSE,57,1,64.861572,-147.741287,TRUE,TEST TAG,3,TEST TAG,3,TEST TAG,TEST TAG,TEST TAG,TEST TAG,1_winter,N,2019_2020,TEST TAG,TEST TAG,,,,,,,78,10-78, 6:06:21 PM
78,10-78,,TEST TAG,,Y,0,2020,1/16/2020, 5:03:26 PM,7,2,left,FALSE,117,46,64.861938,-147.74112,TRUE,TEST TAG,3,TEST TAG,3,TEST TAG,TEST TAG,TEST TAG,TEST TAG,1_winter,N,2019_2020,TEST TAG,TEST TAG,,,,,,,78,10-78, 5:03:26 PM
78,10-78,,TEST TAG,,Y,0,2020,2/5/2020, 3:27:01 PM,8,1,wing,TRUE,51,9,64.790403,-147.7506,TRUE,TEST TAG,3,TEST TAG,3,TEST TAG,TEST TAG,TEST TAG,TEST TAG,1_winter,N,2019_2020,TEST TAG,TEST TAG,,,,,,,78,10-78, 3:27:01 PM
78,10-78,,TEST TAG,,Y,0,2020,7/29/2020, 3:03:48 PM,10,2,belly,FALSE,52,1,64.844847,-147.764098,TRUE,TEST TAG,3,TEST TAG,3,TEST TAG,TEST TAG,TEST TAG,TEST TAG,3_summer,Y,,TEST TAG,TEST TAG,,,,,,,78,10-78, 3:03:48 PM
78,10-78,NA,TEST TAG,,Y,NA,2018,NA,12:00:00 AM,0.1,0,NA,NA,0,0,64.861836,-147.741268,NA,TEST TAG,3,TEST TAG,3,TEST TAG,TEST TAG,TEST TAG,TEST TAG,0_Tagging,Y,,TEST TAG,TEST TAG,TEST TAG,,,,,,78,10-78,12:00:00 AM
